film_id,titulo_pelicula,actor_id,actor_full_name,total_actores_en_pelicula,total_peliculas_del_actor,categoria_reparto,nivel_protagonismo
144,Chinatown Gladiator,72,Sean Williams,10,26,Elenco Grande,Actor Promedio
144,Chinatown Gladiator,67,Jessica Bailey,10,23,Elenco Grande,Actor Promedio
144,Chinatown Gladiator,19,Bob Fawcett,10,25,Elenco Grande,Actor Promedio
144,Chinatown Gladiator,57,Jude Cruise,10,30,Elenco Grande,Actor Promedio
144,Chinatown Gladiator,18,Dan Torn,10,22,Elenco Grande,Actor Promedio
145,Chisum Behavior,2,Nick Wahlberg,4,25,Elenco Estándar,Actor Promedio
145,Chisum Behavior,134,Gene Hopkins,4,22,Elenco Estándar,Actor Promedio
145,Chisum Behavior,147,Fay Winslet,4,31,Elenco Estándar,Actor Muy Prolífico
145,Chisum Behavior,199,Julia Fawcett,4,15,Elenco Estándar,Actor Promedio
146,Chitty Lock,31,Sissy Sobieski,13,18,Mega Elenco,Actor Promedio
146,Chitty Lock,22,Elvis Marx,13,26,Mega Elenco,Actor Promedio
146,Chitty Lock,5,Johnny Lollobrigida,13,29,Mega Elenco,Actor Promedio
146,Chitty Lock,20,Lucille Tracy,13,30,Mega Elenco,Actor Promedio
146,Chitty Lock,37,Val Bolger,13,35,Mega Elenco,Actor Muy Prolífico
146,Chitty Lock,178,Lisa Monroe,13,23,Mega Elenco,Actor Promedio
146,Chitty Lock,165,Al Garland,13,26,Mega Elenco,Actor Promedio
146,Chitty Lock,188,Rock Dukakis,13,30,Mega Elenco,Actor Promedio
146,Chitty Lock,166,Nick Degeneres,13,22,Mega Elenco,Actor Promedio
146,Chitty Lock,184,Humphrey Garland,13,29,Mega Elenco,Actor Promedio
146,Chitty Lock,171,Olympia Pfeiffer,13,28,Mega Elenco,Actor Promedio
146,Chitty Lock,101,Susan Davis,13,33,Mega Elenco,Actor Muy Prolífico
146,Chitty Lock,149,Russell Temple,13,31,Mega Elenco,Actor Muy Prolífico
147,Chocolat Harry,131,Jane Jackman,5,25,Elenco Estándar,Actor Promedio
147,Chocolat Harry,197,Reese West,5,33,Elenco Estándar,Actor Muy Prolífico
147,Chocolat Harry,9,Joe Swank,5,25,Elenco Estándar,Actor Promedio
147,Chocolat Harry,26,Rip Crawford,5,33,Elenco Estándar,Actor Muy Prolífico
147,Chocolat Harry,43,Kirk Jovovich,5,26,Elenco Estándar,Actor Promedio
148,Chocolate Duck,73,Gary Penn,7,26,Elenco Estándar,Actor Promedio
148,Chocolate Duck,9,Joe Swank,7,25,Elenco Estándar,Actor Promedio
148,Chocolate Duck,24,Cameron Streep,7,24,Elenco Estándar,Actor Promedio
148,Chocolate Duck,85,Minnie Zellweger,7,31,Elenco Estándar,Actor Muy Prolífico
148,Chocolate Duck,172,Groucho Williams,7,25,Elenco Estándar,Actor Promedio
148,Chocolate Duck,164,Humphrey Willis,7,26,Elenco Estándar,Actor Promedio
148,Chocolate Duck,123,Julianne Dench,7,32,Elenco Estándar,Actor Muy Prolífico
149,Christmas Moonshine,148,Emily Dee,3,14,Elenco Estándar,Actor Promedio
149,Christmas Moonshine,120,Penelope Monroe,3,27,Elenco Estándar,Actor Promedio
149,Christmas Moonshine,200,Thora Temple,3,20,Elenco Estándar,Actor Promedio
150,Cider Desire,54,Penelope Pinkett,5,25,Elenco Estándar,Actor Promedio
150,Cider Desire,48,Frances Day-Lewis,5,26,Elenco Estándar,Actor Promedio
150,Cider Desire,41,Jodie Degeneres,5,29,Elenco Estándar,Actor Promedio
150,Cider Desire,27,Julia Mcqueen,5,33,Elenco Estándar,Actor Muy Prolífico
150,Cider Desire,176,Jon Chase,5,29,Elenco Estándar,Actor Promedio
151,Cincinatti Whisperer,118,Cuba Allen,4,25,Elenco Estándar,Actor Promedio
151,Cincinatti Whisperer,112,Russell Bacall,4,25,Elenco Estándar,Actor Promedio
151,Cincinatti Whisperer,123,Julianne Dench,4,32,Elenco Estándar,Actor Muy Prolífico
151,Cincinatti Whisperer,49,Anne Cronyn,4,27,Elenco Estándar,Actor Promedio
152,Circus Youth,19,Bob Fawcett,2,25,Elenco Estándar,Actor Promedio
152,Circus Youth,181,Matthew Carrey,2,39,Elenco Estándar,Actor Muy Prolífico
153,Citizen Shrek,149,Russell Temple,8,31,Elenco Estándar,Actor Muy Prolífico
153,Citizen Shrek,152,Ben Harris,8,23,Elenco Estándar,Actor Promedio
153,Citizen Shrek,155,Ian Tandy,8,31,Elenco Estándar,Actor Muy Prolífico
153,Citizen Shrek,51,Gary Phoenix,8,25,Elenco Estándar,Actor Promedio
153,Citizen Shrek,77,Cary Mcconaughey,8,24,Elenco Estándar,Actor Promedio
153,Citizen Shrek,57,Jude Cruise,8,30,Elenco Estándar,Actor Promedio
153,Citizen Shrek,94,Kenneth Torn,8,33,Elenco Estándar,Actor Muy Prolífico
153,Citizen Shrek,25,Kevin Bloom,8,21,Elenco Estándar,Actor Promedio
154,Clash Freddy,33,Milla Peck,7,24,Elenco Estándar,Actor Promedio
154,Clash Freddy,13,Uma Wood,7,35,Elenco Estándar,Actor Muy Prolífico
154,Clash Freddy,14,Vivien Bergen,7,30,Elenco Estándar,Actor Promedio
154,Clash Freddy,17,Helen Voight,7,32,Elenco Estándar,Actor Muy Prolífico
154,Clash Freddy,121,Liza Bergman,7,25,Elenco Estándar,Actor Promedio
154,Clash Freddy,173,Alan Dreyfuss,7,27,Elenco Estándar,Actor Promedio
154,Clash Freddy,145,Kim Allen,7,28,Elenco Estándar,Actor Promedio
155,Cleopatra Devil,175,William Hackman,7,27,Elenco Estándar,Actor Promedio
155,Cleopatra Devil,145,Kim Allen,7,28,Elenco Estándar,Actor Promedio
155,Cleopatra Devil,139,Ewan Gooding,7,33,Elenco Estándar,Actor Muy Prolífico
155,Cleopatra Devil,156,Fay Wood,7,22,Elenco Estándar,Actor Promedio
155,Cleopatra Devil,192,John Suvari,7,29,Elenco Estándar,Actor Promedio
155,Cleopatra Devil,12,Karl Berry,7,31,Elenco Estándar,Actor Muy Prolífico
155,Cleopatra Devil,16,Fred Costner,7,27,Elenco Estándar,Actor Promedio
156,Clerks Angels,132,Adam Hopper,4,22,Elenco Estándar,Actor Promedio
156,Clerks Angels,110,Susan Davis,4,21,Elenco Estándar,Actor Promedio
156,Clerks Angels,104,Penelope Cronyn,4,31,Elenco Estándar,Actor Muy Prolífico
156,Clerks Angels,196,Bela Walken,4,30,Elenco Estándar,Actor Promedio
157,Clockwork Paradise,87,Spencer Peck,5,21,Elenco Estándar,Actor Promedio
157,Clockwork Paradise,138,Lucille Dee,5,24,Elenco Estándar,Actor Promedio
157,Clockwork Paradise,122,Salma Nolte,5,25,Elenco Estándar,Actor Promedio
157,Clockwork Paradise,109,Sylvester Dern,5,22,Elenco Estándar,Actor Promedio
157,Clockwork Paradise,127,Kevin Garland,5,33,Elenco Estándar,Actor Muy Prolífico
158,Clones Pinocchio,122,Salma Nolte,5,25,Elenco Estándar,Actor Promedio
158,Clones Pinocchio,154,Meryl Gibson,5,28,Elenco Estándar,Actor Promedio
158,Clones Pinocchio,105,Sidney Crowe,5,34,Elenco Estándar,Actor Muy Prolífico
158,Clones Pinocchio,65,Angela Hudson,5,34,Elenco Estándar,Actor Muy Prolífico
158,Clones Pinocchio,8,Matthew Johansson,5,20,Elenco Estándar,Actor Promedio
159,Closer Bang,41,Jodie Degeneres,6,29,Elenco Estándar,Actor Promedio
159,Closer Bang,21,Kirsten Paltrow,6,27,Elenco Estándar,Actor Promedio
159,Closer Bang,199,Julia Fawcett,6,15,Elenco Estándar,Actor Promedio
159,Closer Bang,179,Ed Guiness,6,29,Elenco Estándar,Actor Promedio
159,Closer Bang,157,Greta Malden,6,32,Elenco Estándar,Actor Muy Prolífico
159,Closer Bang,149,Russell Temple,6,31,Elenco Estándar,Actor Muy Prolífico
160,Club Graffiti,182,Debbie Akroyd,4,24,Elenco Estándar,Actor Promedio
160,Club Graffiti,178,Lisa Monroe,4,23,Elenco Estándar,Actor Promedio
160,Club Graffiti,137,Morgan Williams,4,27,Elenco Estándar,Actor Promedio
160,Club Graffiti,38,Tom Mckellen,4,25,Elenco Estándar,Actor Promedio
161,Clue Grail,87,Spencer Peck,6,21,Elenco Estándar,Actor Promedio
161,Clue Grail,68,Rip Winslet,6,30,Elenco Estándar,Actor Promedio
161,Clue Grail,43,Kirk Jovovich,6,26,Elenco Estándar,Actor Promedio
161,Clue Grail,134,Gene Hopkins,6,22,Elenco Estándar,Actor Promedio
161,Clue Grail,121,Liza Bergman,6,25,Elenco Estándar,Actor Promedio
161,Clue Grail,194,Meryl Allen,6,22,Elenco Estándar,Actor Promedio
162,Clueless Bucket,13,Uma Wood,8,35,Elenco Estándar,Actor Muy Prolífico
162,Clueless Bucket,89,Charlize Dench,8,24,Elenco Estándar,Actor Promedio
162,Clueless Bucket,173,Alan Dreyfuss,8,27,Elenco Estándar,Actor Promedio
162,Clueless Bucket,176,Jon Chase,8,29,Elenco Estándar,Actor Promedio
162,Clueless Bucket,111,Cameron Zellweger,8,33,Elenco Estándar,Actor Muy Prolífico
162,Clueless Bucket,132,Adam Hopper,8,22,Elenco Estándar,Actor Promedio
162,Clueless Bucket,114,Morgan Mcdormand,8,25,Elenco Estándar,Actor Promedio
162,Clueless Bucket,107,Gina Degeneres,8,42,Elenco Estándar,Actor Muy Prolífico
163,Clyde Theory,194,Meryl Allen,4,22,Elenco Estándar,Actor Promedio
163,Clyde Theory,40,Johnny Cage,4,29,Elenco Estándar,Actor Promedio
163,Clyde Theory,86,Greg Chaplin,4,27,Elenco Estándar,Actor Promedio
163,Clyde Theory,31,Sissy Sobieski,4,18,Elenco Estándar,Actor Promedio
164,Coast Rainbow,48,Frances Day-Lewis,10,26,Elenco Grande,Actor Promedio
164,Coast Rainbow,24,Cameron Streep,10,24,Elenco Grande,Actor Promedio
164,Coast Rainbow,45,Reese Kilmer,10,32,Elenco Grande,Actor Muy Prolífico
164,Coast Rainbow,6,Bette Nicholson,10,20,Elenco Grande,Actor Promedio
164,Coast Rainbow,31,Sissy Sobieski,10,18,Elenco Grande,Actor Promedio
164,Coast Rainbow,162,Oprah Kilmer,10,25,Elenco Grande,Actor Promedio
164,Coast Rainbow,144,Angela Witherspoon,10,35,Elenco Grande,Actor Muy Prolífico
164,Coast Rainbow,178,Lisa Monroe,10,23,Elenco Grande,Actor Promedio
164,Coast Rainbow,197,Reese West,10,33,Elenco Grande,Actor Muy Prolífico
164,Coast Rainbow,193,Burt Temple,10,23,Elenco Grande,Actor Promedio
165,Coldblooded Darling,6,Bette Nicholson,4,20,Elenco Estándar,Actor Promedio
165,Coldblooded Darling,20,Lucille Tracy,4,30,Elenco Estándar,Actor Promedio
165,Coldblooded Darling,83,Ben Willis,4,33,Elenco Estándar,Actor Muy Prolífico
165,Coldblooded Darling,107,Gina Degeneres,4,42,Elenco Estándar,Actor Muy Prolífico
166,Color Philadelphia,122,Salma Nolte,7,25,Elenco Estándar,Actor Promedio
166,Color Philadelphia,163,Christopher West,7,21,Elenco Estándar,Actor Promedio
166,Color Philadelphia,106,Groucho Dunst,7,35,Elenco Estándar,Actor Muy Prolífico
166,Color Philadelphia,129,Daryl Crawford,7,30,Elenco Estándar,Actor Promedio
166,Color Philadelphia,171,Olympia Pfeiffer,7,28,Elenco Estándar,Actor Promedio
166,Color Philadelphia,192,John Suvari,7,29,Elenco Estándar,Actor Promedio
166,Color Philadelphia,1,Penelope Guiness,7,19,Elenco Estándar,Actor Promedio
167,Coma Head,63,Cameron Wray,3,19,Elenco Estándar,Actor Promedio
167,Coma Head,117,Renee Tracy,3,33,Elenco Estándar,Actor Muy Prolífico
167,Coma Head,151,Geoffrey Heston,3,26,Elenco Estándar,Actor Promedio
168,Comancheros Enemy,128,Cate Mcqueen,5,30,Elenco Estándar,Actor Promedio
168,Comancheros Enemy,174,Michael Bening,5,24,Elenco Estándar,Actor Promedio
168,Comancheros Enemy,150,Jayne Nolte,5,34,Elenco Estándar,Actor Muy Prolífico
168,Comancheros Enemy,187,Renee Ball,5,33,Elenco Estándar,Actor Muy Prolífico
168,Comancheros Enemy,39,Goldie Brody,5,28,Elenco Estándar,Actor Promedio
169,Comforts Rush,154,Meryl Gibson,5,28,Elenco Estándar,Actor Promedio
169,Comforts Rush,149,Russell Temple,5,31,Elenco Estándar,Actor Muy Prolífico
169,Comforts Rush,164,Humphrey Willis,5,26,Elenco Estándar,Actor Promedio
169,Comforts Rush,184,Humphrey Garland,5,29,Elenco Estándar,Actor Promedio
169,Comforts Rush,196,Bela Walken,5,30,Elenco Estándar,Actor Promedio
170,Command Darling,7,Grace Mostel,8,30,Elenco Estándar,Actor Promedio
170,Command Darling,75,Burt Posey,8,24,Elenco Estándar,Actor Promedio
170,Command Darling,88,Kenneth Pesci,8,20,Elenco Estándar,Actor Promedio
170,Command Darling,139,Ewan Gooding,8,33,Elenco Estándar,Actor Muy Prolífico
170,Command Darling,135,Rita Reynolds,8,20,Elenco Estándar,Actor Promedio
170,Command Darling,154,Meryl Gibson,8,28,Elenco Estándar,Actor Promedio
170,Command Darling,121,Liza Bergman,8,25,Elenco Estándar,Actor Promedio
170,Command Darling,151,Geoffrey Heston,8,26,Elenco Estándar,Actor Promedio
171,Commandments Express,189,Cuba Birch,4,24,Elenco Estándar,Actor Promedio
171,Commandments Express,119,Warren Jackman,4,32,Elenco Estándar,Actor Muy Prolífico
171,Commandments Express,5,Johnny Lollobrigida,4,29,Elenco Estándar,Actor Promedio
171,Commandments Express,36,Burt Dukakis,4,29,Elenco Estándar,Actor Promedio
172,Coneheads Smoochy,34,Audrey Olivier,9,25,Elenco Estándar,Actor Promedio
172,Coneheads Smoochy,18,Dan Torn,9,22,Elenco Estándar,Actor Promedio
172,Coneheads Smoochy,47,Julia Barrymore,9,24,Elenco Estándar,Actor Promedio
172,Coneheads Smoochy,27,Julia Mcqueen,9,33,Elenco Estándar,Actor Muy Prolífico
172,Coneheads Smoochy,29,Alec Wayne,9,29,Elenco Estándar,Actor Promedio
172,Coneheads Smoochy,5,Johnny Lollobrigida,9,29,Elenco Estándar,Actor Promedio
172,Coneheads Smoochy,119,Warren Jackman,9,32,Elenco Estándar,Actor Muy Prolífico
172,Coneheads Smoochy,133,Richard Penn,9,30,Elenco Estándar,Actor Promedio
172,Coneheads Smoochy,107,Gina Degeneres,9,42,Elenco Estándar,Actor Muy Prolífico
173,Confessions Maguire,119,Warren Jackman,4,32,Elenco Estándar,Actor Muy Prolífico
173,Confessions Maguire,112,Russell Bacall,4,25,Elenco Estándar,Actor Promedio
173,Confessions Maguire,190,Audrey Bailey,4,27,Elenco Estándar,Actor Promedio
173,Confessions Maguire,7,Grace Mostel,4,30,Elenco Estándar,Actor Promedio
174,Confidential Interview,46,Parker Goldberg,2,24,Elenco Estándar,Actor Promedio
174,Confidential Interview,109,Sylvester Dern,2,22,Elenco Estándar,Actor Promedio
175,Confused Candles,143,River Dean,6,31,Elenco Estándar,Actor Muy Prolífico
175,Confused Candles,125,Albert Nolte,6,31,Elenco Estándar,Actor Muy Prolífico
175,Confused Candles,177,Gene Mckellen,6,27,Elenco Estándar,Actor Promedio
175,Confused Candles,58,Christian Akroyd,6,32,Elenco Estándar,Actor Muy Prolífico
175,Confused Candles,80,Ralph Cruz,6,28,Elenco Estándar,Actor Promedio
175,Confused Candles,84,James Pitt,6,31,Elenco Estándar,Actor Muy Prolífico
176,Congeniality Quest,44,Nick Stallone,3,30,Elenco Estándar,Actor Promedio
176,Congeniality Quest,91,Christopher Berry,3,20,Elenco Estándar,Actor Promedio
176,Congeniality Quest,38,Tom Mckellen,3,25,Elenco Estándar,Actor Promedio
177,Connecticut Tramp,40,Johnny Cage,7,29,Elenco Estándar,Actor Promedio
177,Connecticut Tramp,12,Karl Berry,7,31,Elenco Estándar,Actor Muy Prolífico
177,Connecticut Tramp,60,Henry Berry,7,35,Elenco Estándar,Actor Muy Prolífico
177,Connecticut Tramp,16,Fred Costner,7,27,Elenco Estándar,Actor Promedio
177,Connecticut Tramp,97,Meg Hawke,7,27,Elenco Estándar,Actor Promedio
177,Connecticut Tramp,158,Vivien Basinger,7,35,Elenco Estándar,Actor Muy Prolífico
177,Connecticut Tramp,146,Albert Johansson,7,33,Elenco Estándar,Actor Muy Prolífico
178,Connection Microcosmos,147,Fay Winslet,7,31,Elenco Estándar,Actor Muy Prolífico
178,Connection Microcosmos,149,Russell Temple,7,31,Elenco Estándar,Actor Muy Prolífico
178,Connection Microcosmos,158,Vivien Basinger,7,35,Elenco Estándar,Actor Muy Prolífico
178,Connection Microcosmos,117,Renee Tracy,7,33,Elenco Estándar,Actor Muy Prolífico
178,Connection Microcosmos,24,Cameron Streep,7,24,Elenco Estándar,Actor Promedio
178,Connection Microcosmos,81,Scarlett Damon,7,36,Elenco Estándar,Actor Muy Prolífico
178,Connection Microcosmos,50,Natalie Hopkins,7,32,Elenco Estándar,Actor Muy Prolífico
179,Conquerer Nuts,21,Kirsten Paltrow,6,27,Elenco Estándar,Actor Promedio
179,Conquerer Nuts,60,Henry Berry,6,35,Elenco Estándar,Actor Muy Prolífico
179,Conquerer Nuts,8,Matthew Johansson,6,20,Elenco Estándar,Actor Promedio
179,Conquerer Nuts,25,Kevin Bloom,6,21,Elenco Estándar,Actor Promedio
179,Conquerer Nuts,111,Cameron Zellweger,6,33,Elenco Estándar,Actor Muy Prolífico
179,Conquerer Nuts,192,John Suvari,6,29,Elenco Estándar,Actor Promedio
180,Conspiracy Spirit,43,Kirk Jovovich,4,26,Elenco Estándar,Actor Promedio
180,Conspiracy Spirit,170,Mena Hopper,4,24,Elenco Estándar,Actor Promedio
180,Conspiracy Spirit,153,Minnie Kilmer,4,20,Elenco Estándar,Actor Promedio
180,Conspiracy Spirit,163,Christopher West,4,21,Elenco Estándar,Actor Promedio
181,Contact Anonymous,171,Olympia Pfeiffer,5,28,Elenco Estándar,Actor Promedio
181,Contact Anonymous,113,Morgan Hopkins,5,27,Elenco Estándar,Actor Promedio
181,Contact Anonymous,139,Ewan Gooding,5,33,Elenco Estándar,Actor Muy Prolífico
181,Contact Anonymous,91,Christopher Berry,5,20,Elenco Estándar,Actor Promedio
181,Contact Anonymous,53,Mena Temple,5,30,Elenco Estándar,Actor Promedio
182,Control Anthem,19,Bob Fawcett,3,25,Elenco Estándar,Actor Promedio
182,Control Anthem,34,Audrey Olivier,3,25,Elenco Estándar,Actor Promedio
182,Control Anthem,89,Charlize Dench,3,24,Elenco Estándar,Actor Promedio
183,Conversation Downhill,98,Chris Bridges,3,27,Elenco Estándar,Actor Promedio
183,Conversation Downhill,59,Dustin Tautou,3,27,Elenco Estándar,Actor Promedio
183,Conversation Downhill,157,Greta Malden,3,32,Elenco Estándar,Actor Muy Prolífico
184,Core Suit,104,Penelope Cronyn,4,31,Elenco Estándar,Actor Muy Prolífico
184,Core Suit,170,Mena Hopper,4,24,Elenco Estándar,Actor Promedio
184,Core Suit,144,Angela Witherspoon,4,35,Elenco Estándar,Actor Muy Prolífico
184,Core Suit,54,Penelope Pinkett,4,25,Elenco Estándar,Actor Promedio
185,Cowboy Doom,74,Milla Keitel,5,28,Elenco Estándar,Actor Promedio
185,Cowboy Doom,3,Ed Chase,5,22,Elenco Estándar,Actor Promedio
185,Cowboy Doom,191,Gregory Gooding,5,30,Elenco Estándar,Actor Promedio
185,Cowboy Doom,123,Julianne Dench,5,32,Elenco Estándar,Actor Muy Prolífico
185,Cowboy Doom,140,Whoopi Hurt,5,32,Elenco Estándar,Actor Muy Prolífico
186,Craft Outfield,121,Liza Bergman,6,25,Elenco Estándar,Actor Promedio
186,Craft Outfield,142,Jada Ryder,6,31,Elenco Estándar,Actor Muy Prolífico
186,Craft Outfield,60,Henry Berry,6,35,Elenco Estándar,Actor Muy Prolífico
186,Craft Outfield,26,Rip Crawford,6,33,Elenco Estándar,Actor Muy Prolífico
186,Craft Outfield,81,Scarlett Damon,6,36,Elenco Estándar,Actor Muy Prolífico
186,Craft Outfield,198,Mary Keitel,6,40,Elenco Estándar,Actor Muy Prolífico
187,Cranes Reservoir,159,Laura Brody,6,26,Elenco Estándar,Actor Promedio
187,Cranes Reservoir,186,Julia Zellweger,6,16,Elenco Estándar,Actor Promedio
187,Cranes Reservoir,14,Vivien Bergen,6,30,Elenco Estándar,Actor Promedio
187,Cranes Reservoir,76,Angelina Astaire,6,31,Elenco Estándar,Actor Muy Prolífico
187,Cranes Reservoir,45,Reese Kilmer,6,32,Elenco Estándar,Actor Muy Prolífico
187,Cranes Reservoir,89,Charlize Dench,6,24,Elenco Estándar,Actor Promedio
188,Crazy Home,97,Meg Hawke,13,27,Mega Elenco,Actor Promedio
188,Crazy Home,31,Sissy Sobieski,13,18,Mega Elenco,Actor Promedio
188,Crazy Home,82,Woody Jolie,13,31,Mega Elenco,Actor Muy Prolífico
188,Crazy Home,161,Harvey Hope,13,32,Mega Elenco,Actor Muy Prolífico
188,Crazy Home,141,Cate Harris,13,28,Mega Elenco,Actor Promedio
188,Crazy Home,158,Vivien Basinger,13,35,Mega Elenco,Actor Muy Prolífico
188,Crazy Home,125,Albert Nolte,13,31,Mega Elenco,Actor Muy Prolífico
188,Crazy Home,114,Morgan Mcdormand,13,25,Mega Elenco,Actor Promedio
188,Crazy Home,173,Alan Dreyfuss,13,27,Mega Elenco,Actor Promedio
188,Crazy Home,149,Russell Temple,13,31,Mega Elenco,Actor Muy Prolífico
188,Crazy Home,112,Russell Bacall,13,25,Mega Elenco,Actor Promedio
188,Crazy Home,168,Will Wilson,13,31,Mega Elenco,Actor Muy Prolífico
188,Crazy Home,177,Gene Mckellen,13,27,Mega Elenco,Actor Promedio
189,Creatures Shakespeare,101,Susan Davis,3,33,Elenco Estándar,Actor Muy Prolífico
189,Creatures Shakespeare,106,Groucho Dunst,3,35,Elenco Estándar,Actor Muy Prolífico
189,Creatures Shakespeare,197,Reese West,3,33,Elenco Estándar,Actor Muy Prolífico
190,Creepers Kane,109,Sylvester Dern,6,22,Elenco Estándar,Actor Promedio
190,Creepers Kane,117,Renee Tracy,6,33,Elenco Estándar,Actor Muy Prolífico
190,Creepers Kane,124,Scarlett Bening,6,26,Elenco Estándar,Actor Promedio
190,Creepers Kane,175,William Hackman,6,27,Elenco Estándar,Actor Promedio
190,Creepers Kane,150,Jayne Nolte,6,34,Elenco Estándar,Actor Muy Prolífico
190,Creepers Kane,91,Christopher Berry,6,20,Elenco Estándar,Actor Promedio
191,Crooked Frogmen,9,Joe Swank,6,25,Elenco Estándar,Actor Promedio
191,Crooked Frogmen,10,Christian Gable,6,22,Elenco Estándar,Actor Promedio
191,Crooked Frogmen,175,William Hackman,6,27,Elenco Estándar,Actor Promedio
191,Crooked Frogmen,141,Cate Harris,6,28,Elenco Estándar,Actor Promedio
191,Crooked Frogmen,146,Albert Johansson,6,33,Elenco Estándar,Actor Muy Prolífico
191,Crooked Frogmen,167,Laurence Bullock,6,26,Elenco Estándar,Actor Promedio
192,Crossing Divorce,57,Jude Cruise,2,30,Elenco Estándar,Actor Promedio
192,Crossing Divorce,74,Milla Keitel,2,28,Elenco Estándar,Actor Promedio
193,Crossroads Casualties,88,Kenneth Pesci,8,20,Elenco Estándar,Actor Promedio
193,Crossroads Casualties,94,Kenneth Torn,8,33,Elenco Estándar,Actor Muy Prolífico
193,Crossroads Casualties,6,Bette Nicholson,8,20,Elenco Estándar,Actor Promedio
193,Crossroads Casualties,154,Meryl Gibson,8,28,Elenco Estándar,Actor Promedio
193,Crossroads Casualties,149,Russell Temple,8,31,Elenco Estándar,Actor Muy Prolífico
193,Crossroads Casualties,179,Ed Guiness,8,29,Elenco Estándar,Actor Promedio
193,Crossroads Casualties,126,Frances Tomei,8,23,Elenco Estándar,Actor Promedio
193,Crossroads Casualties,136,Ed Mansfield,8,32,Elenco Estándar,Actor Muy Prolífico
194,Crow Grease,106,Groucho Dunst,10,35,Elenco Grande,Actor Muy Prolífico
194,Crow Grease,102,Walter Torn,10,41,Elenco Grande,Actor Muy Prolífico
194,Crow Grease,114,Morgan Mcdormand,10,25,Elenco Grande,Actor Promedio
194,Crow Grease,126,Frances Tomei,10,23,Elenco Grande,Actor Promedio
194,Crow Grease,111,Cameron Zellweger,10,33,Elenco Grande,Actor Muy Prolífico
194,Crow Grease,178,Lisa Monroe,10,23,Elenco Grande,Actor Promedio
194,Crow Grease,81,Scarlett Damon,10,36,Elenco Grande,Actor Muy Prolífico
194,Crow Grease,24,Cameron Streep,10,24,Elenco Grande,Actor Promedio
194,Crow Grease,98,Chris Bridges,10,27,Elenco Grande,Actor Promedio
194,Crow Grease,41,Jodie Degeneres,10,29,Elenco Grande,Actor Promedio
195,Crowds Telemark,49,Anne Cronyn,4,27,Elenco Estándar,Actor Promedio
195,Crowds Telemark,8,Matthew Johansson,4,20,Elenco Estándar,Actor Promedio
195,Crowds Telemark,181,Matthew Carrey,4,39,Elenco Estándar,Actor Muy Prolífico
195,Crowds Telemark,180,Jeff Silverstone,4,25,Elenco Estándar,Actor Promedio
196,Cruelty Unforgiven,168,Will Wilson,2,31,Elenco Estándar,Actor Muy Prolífico
196,Cruelty Unforgiven,86,Greg Chaplin,2,27,Elenco Estándar,Actor Promedio
197,Crusade Honey,90,Sean Guiness,9,33,Elenco Estándar,Actor Muy Prolífico
197,Crusade Honey,64,Ray Johansson,9,30,Elenco Estándar,Actor Promedio
197,Crusade Honey,55,Fay Kilmer,9,20,Elenco Estándar,Actor Promedio
197,Crusade Honey,97,Meg Hawke,9,27,Elenco Estándar,Actor Promedio
197,Crusade Honey,32,Tim Hackman,9,23,Elenco Estándar,Actor Promedio
197,Crusade Honey,146,Albert Johansson,9,33,Elenco Estándar,Actor Muy Prolífico
197,Crusade Honey,117,Renee Tracy,9,33,Elenco Estándar,Actor Muy Prolífico
197,Crusade Honey,103,Matthew Leigh,9,30,Elenco Estándar,Actor Promedio
197,Crusade Honey,178,Lisa Monroe,9,23,Elenco Estándar,Actor Promedio
198,Crystal Breaking,104,Penelope Cronyn,5,31,Elenco Estándar,Actor Muy Prolífico
198,Crystal Breaking,156,Fay Wood,5,22,Elenco Estándar,Actor Promedio
198,Crystal Breaking,121,Liza Bergman,5,25,Elenco Estándar,Actor Promedio
198,Crystal Breaking,62,Jayne Neeson,5,29,Elenco Estándar,Actor Promedio
198,Crystal Breaking,45,Reese Kilmer,5,32,Elenco Estándar,Actor Muy Prolífico
199,Cupboard Sinners,17,Helen Voight,8,32,Elenco Estándar,Actor Muy Prolífico
199,Cupboard Sinners,24,Cameron Streep,8,24,Elenco Estándar,Actor Promedio
199,Cupboard Sinners,32,Tim Hackman,8,23,Elenco Estándar,Actor Promedio
199,Cupboard Sinners,87,Spencer Peck,8,21,Elenco Estándar,Actor Promedio
199,Cupboard Sinners,58,Christian Akroyd,8,32,Elenco Estándar,Actor Muy Prolífico
199,Cupboard Sinners,142,Jada Ryder,8,31,Elenco Estándar,Actor Muy Prolífico
199,Cupboard Sinners,103,Matthew Leigh,8,30,Elenco Estándar,Actor Promedio
199,Cupboard Sinners,126,Frances Tomei,8,23,Elenco Estándar,Actor Promedio
200,Curtain Videotape,102,Walter Torn,3,41,Elenco Estándar,Actor Muy Prolífico
200,Curtain Videotape,139,Ewan Gooding,3,33,Elenco Estándar,Actor Muy Prolífico
200,Curtain Videotape,9,Joe Swank,3,25,Elenco Estándar,Actor Promedio
201,Cyclone Family,35,Judy Dean,3,15,Elenco Estándar,Actor Promedio
201,Cyclone Family,17,Helen Voight,3,32,Elenco Estándar,Actor Muy Prolífico
201,Cyclone Family,26,Rip Crawford,3,33,Elenco Estándar,Actor Muy Prolífico
202,Daddy Pittsburgh,70,Michelle Mcconaughey,5,23,Elenco Estándar,Actor Promedio
